,Powerplant Name,gppd_idnr,Capacity (MW),Primary Fuel,Owner,Source,distance_to_water_km,Longitude,Latitude
1326,Braço,BRA0030001,11.52,Hydro,,Agência Nacional de Energia Elétrica (Brazil),21.427473165600155,-44.2333,-22.7833
1327,Braço Norte,BRA0027112,5.18,Hydro,,Agência Nacional de Energia Elétrica (Brazil),60.174023518138,-55.0153,-9.8322
1328,Braço Norte II,BRA0002832,10.752,Hydro,,Agência Nacional de Energia Elétrica (Brazil),54.02585237814789,-54.9833,-9.7833
1329,Braço Norte III,BRA0027176,14.16,Hydro,,Agência Nacional de Energia Elétrica (Brazil),46.20270496480444,-54.9667,-9.6667
1330,Braço Norte IV,BRA0028772,14.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),46.97943544790594,-54.9667,-9.6833
1331,Braço Seco,BRA0031251,1.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),14.45336484962596,-45.4239,-21.6078
1332,Brecha,BRA0000315,12.4,Hydro,,Agência Nacional de Energia Elétrica (Brazil),0.1653400319609168,-42.9625,-20.5458
1333,Brejauba,BRA0030688,1.35,Hydro,,Agência Nacional de Energia Elétrica (Brazil),31.09897844627658,-42.44,-18.9114
1334,Brotas,BRA0030782,70.0,Biomass,,Agência Nacional de Energia Elétrica (Brazil),20.68195286805976,-48.0965,-22.3465
1335,Brumado,BRA0028663,12.895,Oil,,Agência Nacional de Energia Elétrica (Brazil),27.41807103365599,-41.6572,-14.196
1336,Bruno Heidrich,BRA0029356,1.0854,Hydro,,Agência Nacional de Energia Elétrica (Brazil),95.47715536939371,-50.13,-27.0986
1337,Budai,BRA0028609,1.0704,Oil,,Agência Nacional de Energia Elétrica (Brazil),3.8527736936127592,-46.893,-23.5235
1338,Buettner,BRA0029631,3.6,Oil,,Agência Nacional de Energia Elétrica (Brazil),52.681845501525,-48.908,-27.094
1339,Bugres,BRA0000324,11.12,Hydro,,Agência Nacional de Energia Elétrica (Brazil),69.11421912250857,-50.7016,-29.3464
1340,Buricá,BRA0000329,1.4,Hydro,,Agência Nacional de Energia Elétrica (Brazil),45.32935715342671,-54.0792,-27.925
1341,Buriti,BRA0030279,30.0,Wind,,Agência Nacional de Energia Elétrica (Brazil),1.138079887629353,-39.9839,-2.8853
1342,Buriti,BRA0028753,30.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),92.62534241658594,-52.6667,-19.3333
1343,Buriti,BRA0030420,75.0,Biomass,,Agência Nacional de Energia Elétrica (Brazil),13.860389657618514,-47.6444,-20.2147
1344,Buriti,BRA0029527,5.0,Biomass,,Agência Nacional de Energia Elétrica (Brazil),13.822764497147832,-47.6439,-20.2143
1345,Buritirana,BRA0029804,1.12,Hydro,,Agência Nacional de Energia Elétrica (Brazil),158.41196441388976,-46.2972,-11.9272
1346,Byk,BRA0028691,2.0,Oil,,Agência Nacional de Energia Elétrica (Brazil),51.88260190350535,-46.9765,-22.702
1347,CAAL,BRA0028600,3.825,Biomass,,Agência Nacional de Energia Elétrica (Brazil),20.29385422293088,-55.7695,-29.7825
1348,CAE South,BRA0031262,1.016,Oil,,Agência Nacional de Energia Elétrica (Brazil),1.043169746845604,-46.5333,-23.4628
1349,CAMPINAS - 1,BRA0033357,1.12,Oil,,Agência Nacional de Energia Elétrica (Brazil),33.02847807965423,-47.0964,-22.9111
1350,CARBOFER,BRA0032951,1.104,Oil,,Agência Nacional de Energia Elétrica (Brazil),67.20026908144922,-44.9091,-20.1602
1351,CARGILL AGRICOLA SA CNPJ: 60.498.706/0130-54,BRA0033603,1.08,Oil,,Agência Nacional de Energia Elétrica (Brazil),5.276926823711794,-49.2197,-18.3519
1352,CAS-BC,BRA0033221,1.944,Oil,,Agência Nacional de Energia Elétrica (Brazil),35.43051002404598,-47.0625,-22.9044
1353,CATERPILLAR 2500KVA 3412 UNIDADE CAMPO DO MEIO,BRA0032626,2.0,Oil,,Agência Nacional de Energia Elétrica (Brazil),9.443915288223453,-46.4923,-21.8438
1354,CATIVA I,BRA0032546,1.2,Biomass,,Agência Nacional de Energia Elétrica (Brazil),113.92574860803072,-49.3639,-27.0016
1355,CATUAÍ MARINGÁ,BRA0032751,2.8,Oil,,Agência Nacional de Energia Elétrica (Brazil),26.23192772706459,-51.9611,-23.4163
1356,CD Cordeirópolis,BRA0032815,1.44,Oil,,Agência Nacional de Energia Elétrica (Brazil),51.04268338036867,-47.3903,-22.4888
1357,CECOL,BRA0033266,1.0992,Oil,,Agência Nacional de Energia Elétrica (Brazil),52.09806240462324,-47.4472,-22.478
1358,CEM (Antiga Camen),BRA0029546,24.0,Biomass,,Agência Nacional de Energia Elétrica (Brazil),37.75637444010125,-49.1895,-17.9237
1359,CENPES - Petrobrás,BRA0028773,16.065,Gas,,Agência Nacional de Energia Elétrica (Brazil),7.291373588329415,-43.1985,-22.899
1360,CERÂMICA PORTO FERREIRA,BRA0033081,3.264,Oil,,Agência Nacional de Energia Elétrica (Brazil),38.09160235048322,-47.4697,-21.8499
1361,CEUMA - ASSOCIAÇÃO DE ENSINO SUPERIOR,BRA0033180,1.524,Oil,,Agência Nacional de Energia Elétrica (Brazil),0.0,-44.2972,-2.5268
1362,CIF Mineração,BRA0030721,3.6,Oil,,Agência Nacional de Energia Elétrica (Brazil),5.220896267116092,-42.5483,-21.7551
1363,CINAL/TRIKEM,BRA0028230,3.1875,Gas,,Agência Nacional de Energia Elétrica (Brazil),13.669938746326078,-35.8855,-9.706
1364,CINDACTA IV,BRA0029857,2.5,Oil,,Agência Nacional de Energia Elétrica (Brazil),6.74426900042804,-60.077,-3.0574
1365,CMPC (Antiga Aracruz Unidade Guaíba),BRA0030666,250.994,Biomass,,Agência Nacional de Energia Elétrica (Brazil),88.23547972676604,-51.2975,-30.1293
1366,CNH Alvorada do Oeste,BRA0032285,6.74,Oil,,Agência Nacional de Energia Elétrica (Brazil),48.09440992145219,-62.2767,-11.335
1367,CNH Buritis,BRA0032286,18.0,Oil,,Agência Nacional de Energia Elétrica (Brazil),114.73530070079474,-63.8294,-10.2125
1368,CNH Campo Novo,BRA0032287,3.52,Oil,,Agência Nacional de Energia Elétrica (Brazil),155.11782087239763,-63.6072,-10.5681
1369,CNH Costa Marques,BRA0032289,6.74,Oil,,Agência Nacional de Energia Elétrica (Brazil),3.401062330604602,-64.2225,-12.4342
1370,CNH Cujubim,BRA0032290,12.0,Oil,,Agência Nacional de Energia Elétrica (Brazil),62.54971672007698,-62.5856,-9.3633
1371,CNH Distrito de Triunfo,BRA0032283,8.6,Oil,,Agência Nacional de Energia Elétrica (Brazil),83.95505270324826,-63.1306,-9.2851
1372,CNH Machadinho,BRA0032291,15.0,Oil,,Agência Nacional de Energia Elétrica (Brazil),23.47376133797001,-61.9947,-9.4164
1373,CNH Nova Califórnia,BRA0032292,4.84,Oil,,Agência Nacional de Energia Elétrica (Brazil),31.72463248603948,-66.6061,-9.7378
1374,CNH São Francisco,BRA0032293,8.1,Oil,,Agência Nacional de Energia Elétrica (Brazil),39.05361564656345,-63.5722,-12.0406
1375,CNH União Bandeirantes,BRA0032284,6.72,Oil,,Agência Nacional de Energia Elétrica (Brazil),41.96871169549375,-64.5192,-9.7008
1376,CNH Vale do Anari,BRA0032294,4.84,Oil,,Agência Nacional de Energia Elétrica (Brazil),26.59579229366611,-62.1658,-9.8639
1377,CNH Vila Extrema,BRA0032296,4.84,Oil,,Agência Nacional de Energia Elétrica (Brazil),52.91645981912655,-66.3425,-9.7719
1378,CNH Vista Alegre,BRA0032297,9.2,Oil,,Agência Nacional de Energia Elétrica (Brazil),37.15756399714896,-65.725,-9.6469
1379,CNT,BRA0028739,36.0,Oil,,Agência Nacional de Energia Elétrica (Brazil),22.84799572127003,-48.4308,-14.3432
1380,COCAM CIA DE CAFÉ SOLÚVEL E DERIVADOS,BRA0032634,2.24,Oil,,Agência Nacional de Energia Elétrica (Brazil),45.43223323556802,-48.9628,-21.1268
1381,CONCESSIONARIA AEROPORTO RIO DE JANEIRO SA,BRA0032596,3.2,Oil,,Agência Nacional de Energia Elétrica (Brazil),15.317557192483484,-43.2582,-22.8061
1382,CONDOMINIO EDIFICIO SHOPPING PATIO MACEIO,BRA0033722,2.6,Oil,,Agência Nacional de Energia Elétrica (Brazil),14.262992618826376,-35.7366,-9.5546
1383,CONDOMINIO SAO CONRADO FASHION MALL,BRA0033428,1.1,Oil,,Agência Nacional de Energia Elétrica (Brazil),1.1578073135513558,-43.25,-22.9924
1384,CONDOMINIO VOLUNTARIO VIA VERDE SHOPPING CENTER,BRA0033407,1.7592,Oil,,Agência Nacional de Energia Elétrica (Brazil),38.11310332433512,-67.8383,-9.9818
1385,COSIMAT,BRA0032959,2.0,Oil,,Agência Nacional de Energia Elétrica (Brazil),17.149781306243593,-44.0664,-19.5488
1386,CRV,BRA0029162,4.0,Biomass,,Agência Nacional de Energia Elétrica (Brazil),17.030353458080267,-49.72,-15.3429
1387,CST,BRA0027054,225.1,Oil,,Agência Nacional de Energia Elétrica (Brazil),10.280194002569695,-40.2985,-20.125
1388,CTA-MR,BRA0033489,2.016,Oil,,Agência Nacional de Energia Elétrica (Brazil),43.03827965641056,-49.2803,-25.4233
1389,CTE Fibra,BRA0028016,8.812,Gas,,Agência Nacional de Energia Elétrica (Brazil),36.265069777671634,-47.3422,-22.696
1390,CTR Juiz de Fora,BRA0031206,4.278,Waste,,Agência Nacional de Energia Elétrica (Brazil),45.21092645237591,-43.4217,-21.6187
1391,Caa-Yari,BRA0029212,1.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),10.074302878542596,-54.1206,-27.4292
1392,Caapiranga,BRA0000340,1.299,Gas,,Agência Nacional de Energia Elétrica (Brazil),24.536337900901422,-61.2016,-3.3255
1393,Caarapó,BRA0030104,114.0,Biomass,,Agência Nacional de Energia Elétrica (Brazil),49.17175386085051,-54.6848,-22.6105
1394,Cabeça de Boi,BRA0029733,30.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),88.53648349321398,-56.985,-10.3542
1395,Cabixi,BRA0027042,2.7,Hydro,,Agência Nacional de Energia Elétrica (Brazil),37.71576409579605,-60.1247,-12.9567
1396,Cabixi II,BRA0028482,2.8,Hydro,,Agência Nacional de Energia Elétrica (Brazil),41.92590401560609,-60.1128,-13.0194
1397,Cabo de Santo Agostinho,BRA0029215,2.0,Oil,,Agência Nacional de Energia Elétrica (Brazil),8.65549227256881,-35.0255,-8.283
1398,Caboclo,BRA0000345,4.16,Hydro,,Agência Nacional de Energia Elétrica (Brazil),17.531867263250344,-43.4828,-20.495
1399,Cabot Mauá,BRA0030238,7.0,Oil,,Agência Nacional de Energia Elétrica (Brazil),11.936417065107772,-46.4621,-23.6367
1400,Cabrera,BRA0030371,25.0,Biomass,,Agência Nacional de Energia Elétrica (Brazil),10.038845549003558,-50.7083,-19.3074
1401,Cachoeira,BRA0000396,11.12,Hydro,,Agência Nacional de Energia Elétrica (Brazil),5.007919171848977,-60.4717,-12.4922
1402,Cachoeira,BRA0028480,7.4,Biomass,,Agência Nacional de Energia Elétrica (Brazil),21.9530308151636,-35.724,-9.4383
1403,Cachoeira Caldeirão,BRA0031186,219.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),0.9644535018446392,-51.2917,0.8533
1404,Cachoeira Dourada,BRA0000528,658.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),0.0497923405637647,-49.4931,-18.5025
1405,Cachoeira Dourada,BRA0030033,40.0,Biomass,,Agência Nacional de Energia Elétrica (Brazil),4.599200938615481,-49.6445,-18.4945
1406,Cachoeira Paulista,BRA0027476,1.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),13.74377047730851,-44.9056,-22.7486
1407,Cachoeira Poço Preto I,BRA0027253,3.564,Hydro,,Agência Nacional de Energia Elétrica (Brazil),30.668912228378257,-49.4617,-24.0381
1408,Cachoeira Poço Preto II,BRA0030406,2.098,Hydro,,Agência Nacional de Energia Elétrica (Brazil),31.50958300632065,-49.4578,-24.0479
1409,Cachoeira da Lixa,BRA0028999,14.8,Hydro,,Agência Nacional de Energia Elétrica (Brazil),78.7142395550701,-40.0683,-17.0742
1410,Cachoeira do Brumado,BRA0029723,2.34,Hydro,,Agência Nacional de Energia Elétrica (Brazil),27.091593170651123,-43.8886,-21.8528
1411,Cachoeira do Lavrinha (Antiga São Patrício),BRA0026879,3.01,Hydro,,Agência Nacional de Energia Elétrica (Brazil),0.1694927090263789,-49.4847,-15.5161
1412,Cachoeirinha,BRA0030242,1.25,Hydro,,Agência Nacional de Energia Elétrica (Brazil),55.919240878388834,-46.41,-22.57
1413,Cachoeirinha,BRA0029225,1.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),35.70957782576969,-52.1786,-26.7706
1414,Cachoeirão,BRA0027940,27.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),31.187341342746635,-41.6142,-19.4367
1415,Cacimbas 1,BRA0032011,18.9,Wind,,Agência Nacional de Energia Elétrica (Brazil),0.0,-39.2809,-3.2532
1416,Caconde,BRA0000588,80.4,Hydro,,Agência Nacional de Energia Elétrica (Brazil),0.1415098396540081,-46.6242,-21.5767
1417,Cadam,BRA0027006,24.992,Oil,,Agência Nacional de Energia Elétrica (Brazil),85.32559620677863,-53.954,0.3843
1418,Caetité,BRA0030792,30.24,Wind,,Agência Nacional de Energia Elétrica (Brazil),123.28558322758272,-42.5471,-14.1272
1419,Caetité 1,BRA0030976,30.0,Wind,,Agência Nacional de Energia Elétrica (Brazil),118.00733679761632,-42.4845,-14.1632
1420,Caetité 2,BRA0030437,30.0,Wind,,Agência Nacional de Energia Elétrica (Brazil),121.20668276061724,-42.503,-14.185
1421,Caetité 3,BRA0030448,30.0,Wind,,Agência Nacional de Energia Elétrica (Brazil),123.47752490177211,-42.507,-14.2194
1422,Caetité A,BRA0031344,23.8,Wind,,Agência Nacional de Energia Elétrica (Brazil),116.17750999374265,-42.4783,-14.1415
1423,Caetité B,BRA0031342,22.1,Wind,,Agência Nacional de Energia Elétrica (Brazil),114.3991323335422,-42.4749,-14.1146
1424,Caetité C,BRA0031523,8.5,Wind,,Agência Nacional de Energia Elétrica (Brazil),114.03610857311855,-42.4746,-14.1082
1425,Caititu,BRA0030739,22.2,Wind,,Agência Nacional de Energia Elétrica (Brazil),139.32402402670755,-42.641,-14.4528
1426,Caixão,BRA0028966,1.172,Hydro,,Agência Nacional de Energia Elétrica (Brazil),30.911621359059,-44.6089,-20.0569
1427,Caju,BRA0029217,3.2,Hydro,,Agência Nacional de Energia Elétrica (Brazil),18.95716636236321,-52.4594,-26.9517
1428,Caju,BRA0029726,10.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),17.01734492459764,-42.0791,-21.8958
1429,Cajucoco,BRA0030294,30.0,Wind,,Agência Nacional de Energia Elétrica (Brazil),2.585556313705795,-39.9544,-2.9159
1430,Cajuru,BRA0000597,7.2,Hydro,,Agência Nacional de Energia Elétrica (Brazil),55.28971486570556,-44.7539,-20.2394
1431,Calango 1,BRA0030511,30.0,Wind,,Agência Nacional de Energia Elétrica (Brazil),84.95029776822459,-36.544,-6.0339
1432,Calango 2,BRA0030519,30.0,Wind,,Agência Nacional de Energia Elétrica (Brazil),82.59463655169519,-36.4835,-6.0166
1433,Calango 3,BRA0030545,30.0,Wind,,Agência Nacional de Energia Elétrica (Brazil),86.33330119903253,-36.546,-6.0489
1434,Calango 4,BRA0030537,30.0,Wind,,Agência Nacional de Energia Elétrica (Brazil),83.16537381845284,-36.472,-6.0236
1435,Calango 5,BRA0030552,30.0,Wind,,Agência Nacional de Energia Elétrica (Brazil),83.86582548190276,-36.488,-6.0303
1436,Calango 6,BRA0031812,30.0,Wind,,Agência Nacional de Energia Elétrica (Brazil),82.14182495568637,-36.4499,-6.0132
1437,Calheiros,BRA0027672,19.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),47.577644768965385,-41.71,-20.9847
1438,Calçados Azaléia,BRA0029626,7.5,Oil,,Agência Nacional de Energia Elétrica (Brazil),70.9088811601378,-40.2385,-15.245
1439,Calçoene,BRA0000600,1.296,Oil,,Agência Nacional de Energia Elétrica (Brazil),28.175801476769585,-50.9395,2.502
1440,Camargos,BRA0000608,46.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),0.0,-44.6161,-21.3256
1441,Camaçari,BRA0000602,130.71,Gas,,Agência Nacional de Energia Elétrica (Brazil),14.84202061248058,-38.3145,-12.694
1442,Camaçari,BRA0027933,346.803,Gas,,Agência Nacional de Energia Elétrica (Brazil),18.161431476432828,-38.2732,-12.5975
1443,Cambará,BRA0030813,3.59,Hydro,,Agência Nacional de Energia Elétrica (Brazil),45.34113761022231,-55.0883,-15.9697
1444,Camera Ijui,BRA0034025,1.104,Oil,,Agência Nacional de Energia Elétrica (Brazil),78.95912007277522,-53.878,-28.4317
1445,Camera Santa Rosa,BRA0034080,3.12,Oil,,Agência Nacional de Energia Elétrica (Brazil),27.137400080508847,-54.4707,-27.8548
1446,Camera São Luiz Gonzaga,BRA0034011,1.6,Oil,,Agência Nacional de Energia Elétrica (Brazil),40.25233801956304,-54.9626,-28.4007
1447,Camil Alimentos - Camaquã,BRA0029807,4.0,Biomass,,Agência Nacional de Energia Elétrica (Brazil),67.54924696757972,-51.7039,-30.8189
1448,Caminho da Praia,BRA0031006,2.0,Wind,,Agência Nacional de Energia Elétrica (Brazil),4.468200813874913,-35.0053,-8.3344
1449,Campina Grande,BRA0000612,169.08,Oil,,Agência Nacional de Energia Elétrica (Brazil),90.77076124325023,-35.89,-7.2307
1450,Campo Belo,BRA0029065,10.5,Wind,,Agência Nacional de Energia Elétrica (Brazil),62.75257461414024,-51.7401,-26.6123
1451,Campo Florido,BRA0028478,30.0,Biomass,,Agência Nacional de Energia Elétrica (Brazil),26.268050643928767,-48.7255,-19.8091
1452,Campo Lindo,BRA0030396,25.0,Biomass,,Agência Nacional de Energia Elétrica (Brazil),46.2349298533553,-37.1815,-10.4681
1453,Campo Maior,BRA0028537,13.12,Oil,,Agência Nacional de Energia Elétrica (Brazil),88.35145005730443,-42.1836,-4.8424
1454,Campo Real,BRA0030678,1.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),72.04429718804226,-51.7514,-25.4175
1455,Campo dos Ventos I,BRA0031072,25.2,Wind,,Agência Nacional de Energia Elétrica (Brazil),19.41867347758395,-35.9428,-5.345
1456,Campo dos Ventos II,BRA0030500,30.0,Wind,,Agência Nacional de Energia Elétrica (Brazil),17.104502435152053,-35.9322,-5.3201
1457,Campo dos Ventos III,BRA0031071,25.2,Wind,,Agência Nacional de Energia Elétrica (Brazil),18.66840286425188,-35.9669,-5.3356
1458,Campo dos Ventos V,BRA0031069,25.2,Wind,,Agência Nacional de Energia Elétrica (Brazil),14.714416972745852,-35.9479,-5.2931
1459,Campos (Antiga Roberto Silveira),BRA0027935,30.0,Gas,,Agência Nacional de Energia Elétrica (Brazil),1.0841156962562686,-41.3285,-21.7155
1460,Campos Novos,BRA0027401,880.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),4.721232762611745,-51.3169,-27.6017
1461,Camurim,BRA0029084,4.8,Wind,,Agência Nacional de Energia Elétrica (Brazil),3.605442724530149,-34.9721,-6.5576
1462,Cana Brava,BRA0000630,450.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),4.615464204622061,-48.1425,-13.3992
1463,Canabrava,BRA0030066,44.0,Biomass,,Agência Nacional de Energia Elétrica (Brazil),4.205997570600417,-41.3957,-21.6491
1464,Canastra,BRA0000635,42.5,Hydro,,Agência Nacional de Energia Elétrica (Brazil),73.86776985483525,-50.7465,-29.3934
1465,Canatiba Tupis,BRA0031726,2.7,Oil,,Agência Nacional de Energia Elétrica (Brazil),29.972644655229143,-47.366,-22.7731
1466,Canaã,BRA0029138,30.0,Biomass,,Agência Nacional de Energia Elétrica (Brazil),16.45484416254793,-47.5567,-22.9258
1467,Canaã,BRA0029436,17.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),136.76416389286348,-63.0642,-9.9439
1468,Candiba,BRA0030316,9.6,Wind,,Agência Nacional de Energia Elétrica (Brazil),130.40887643023544,-42.6227,-14.1831
1469,Candiota III,BRA0029767,350.0,Coal,,Agência Nacional de Energia Elétrica (Brazil),64.27249514229501,-53.6566,-31.5458
1470,Canoa Quebrada,BRA0000646,28.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),7.326872325981271,-56.0,-12.7833
1471,Canoa Quebrada,BRA0028788,57.0,Wind,,Agência Nacional de Energia Elétrica (Brazil),9.552477062007814,-37.7577,-4.4671
1472,Canoas I,BRA0000647,82.5,Hydro,,Agência Nacional de Energia Elétrica (Brazil),0.0946960837728749,-50.5169,-22.9414
1473,Canoas II,BRA0027092,72.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),0.1426254850733174,-50.2497,-22.9361
1474,Cantú 2,BRA0029180,19.8071,Hydro,,Agência Nacional de Energia Elétrica (Brazil),90.34324342590445,-52.4681,-24.7458
1475,Capigui,BRA0000654,3.76,Hydro,,Agência Nacional de Energia Elétrica (Brazil),73.44275985896402,-52.204,-28.352
1476,Capivara (Escola de Engenharia Mackenzie),BRA0000657,619.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),0.0,-51.3598,-22.658
1477,Capivari,BRA0000659,18.09,Hydro,,Agência Nacional de Energia Elétrica (Brazil),36.42056963483018,-48.966,-28.1156
1478,Capricho,BRA0028579,2.4,Biomass,,Agência Nacional de Energia Elétrica (Brazil),60.66188940885412,-36.1501,-9.3335
1479,Capuava,BRA0027689,18.02,Oil,,Agência Nacional de Energia Elétrica (Brazil),12.478862302678936,-46.5285,-23.66
1480,Capão Preto,BRA0027107,4.3,Hydro,,Agência Nacional de Energia Elétrica (Brazil),57.5875160192042,-47.7833,-21.85
1481,Capão do Inglês,BRA0031510,10.0,Wind,,Agência Nacional de Energia Elétrica (Brazil),93.4135499263498,-55.7084,-30.9163
1482,Caracaraí,BRA0000666,10.956,Oil,,Agência Nacional de Energia Elétrica (Brazil),0.7100516194715474,-61.1136,1.8265
1483,Caramuru Sorriso,BRA0034012,9.696,Biomass,,Agência Nacional de Energia Elétrica (Brazil),23.89297098128187,-55.6773,-12.7418
1484,Carandaí,BRA0000667,4.234,Hydro,,Agência Nacional de Energia Elétrica (Brazil),32.20122180628662,-44.2094,-21.0556
1485,Carangola,BRA0027731,15.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),69.36011494255283,-42.0394,-20.7019
1486,Carauari,BRA0000671,5.456,Oil,,Agência Nacional de Energia Elétrica (Brazil),12.995278500543463,-67.3281,-5.1149
1487,Caravela,BRA0029089,4.8,Wind,,Agência Nacional de Energia Elétrica (Brazil),3.161255506287902,-34.969,-6.556
1488,Carcará I,BRA0030832,30.0,Wind,,Agência Nacional de Energia Elétrica (Brazil),3.313893593039284,-36.9918,-4.9438
1489,Carcará II,BRA0030897,30.0,Wind,,Agência Nacional de Energia Elétrica (Brazil),3.870968624249831,-37.0036,-4.9457
1490,Careiro da Várzea,BRA0000677,2.5,Oil,,Agência Nacional de Energia Elétrica (Brazil),11.327980669783695,-59.7647,-3.1938
1491,Cargil Três Lagoas,BRA0031001,6.0,Biomass,,Agência Nacional de Energia Elétrica (Brazil),1.1166413423263235,-51.6318,-20.7978
1492,Cargill Uberlândia,BRA0030431,25.0,Biomass,,Agência Nacional de Energia Elétrica (Brazil),37.7485803430462,-48.2765,-18.8483
1493,Carioca Shopping,BRA0028241,3.2,Gas,,Agência Nacional de Energia Elétrica (Brazil),7.291373588329415,-43.1985,-22.899
1494,Carlos Gonzatto,BRA0028030,9.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),32.2335892949819,-53.8047,-27.6206
1495,Carrefour - RPN,BRA0033027,1.44,Oil,,Agência Nacional de Energia Elétrica (Brazil),7.294882386265733,-47.8055,-21.1593
1496,Carrefour - SON,BRA0033032,1.44,Oil,,Agência Nacional de Energia Elétrica (Brazil),21.908631302746585,-47.4719,-23.4861
1497,Carrefour BGU,BRA0033564,1.08,Oil,,Agência Nacional de Energia Elétrica (Brazil),0.5404685216390965,-46.5122,-23.4643
1498,Carrefour CPS,BRA0033541,1.44,Oil,,Agência Nacional de Energia Elétrica (Brazil),40.7830041166789,-47.0178,-22.8496
1499,Carrefour SAV,BRA0033600,1.44,Oil,,Agência Nacional de Energia Elétrica (Brazil),7.051317899774817,-46.36,-23.9632
1500,Carrefour SPT,BRA0033565,1.44,Oil,,Agência Nacional de Energia Elétrica (Brazil),0.2665372525732268,-46.5914,-23.5188
1501,Casa de Força,BRA0028063,7.92,Biomass,,Agência Nacional de Energia Elétrica (Brazil),24.632377906887267,-50.3345,-20.2304
1502,Casa de Geradores de Energia Elétrica F-242,BRA0028378,9.0,Gas,,Agência Nacional de Energia Elétrica (Brazil),0.3131455867973803,-45.822,-23.0951
1503,Casca II,BRA0027110,3.52,Hydro,,Agência Nacional de Energia Elétrica (Brazil),79.67958325987037,-55.4453,-15.3636
1504,Casca III,BRA0000688,12.42,Hydro,,Agência Nacional de Energia Elétrica (Brazil),78.91895933666841,-55.4553,-15.3576
1505,Cascata,BRA0029054,6.0,Wind,,Agência Nacional de Energia Elétrica (Brazil),64.48116006736619,-51.7427,-26.5889
1506,Cascata Chupinguaia,BRA0029373,9.6,Hydro,,Agência Nacional de Energia Elétrica (Brazil),46.5380632120642,-60.8717,-12.7139
1507,Cascata das Andorinhas,BRA0028240,1.2,Hydro,,Agência Nacional de Energia Elétrica (Brazil),8.255941633975475,-52.7667,-27.35
1508,Castaman I (Antiga Enganado),BRA0027963,1.844,Hydro,,Agência Nacional de Energia Elétrica (Brazil),46.891649212891714,-60.6222,-13.0839
1509,Castaman III,BRA0028099,1.48,Hydro,,Agência Nacional de Energia Elétrica (Brazil),43.372064278771305,-60.6567,-13.1517
1510,Castelo Branco Office Park,BRA0030475,2.025,Oil,,Agência Nacional de Energia Elétrica (Brazil),1.062783411614933,-46.8666,-23.5066
1511,Castro Alves,BRA0000718,130.845,Hydro,,Agência Nacional de Energia Elétrica (Brazil),90.471449673391,-51.3792,-29.0083
1512,Catanduva,BRA0028093,9.0,Biomass,,Agência Nacional de Energia Elétrica (Brazil),52.60512106122479,-48.8248,-21.1254
1513,Catanduva (Antiga Cerradinho),BRA0028042,75.0,Biomass,,Agência Nacional de Energia Elétrica (Brazil),49.84095095837864,-48.9335,-21.0966
1514,Catas Altas I,BRA0027435,4.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),6.078700681686634,-49.135,-24.5972
1515,Caterpillar,BRA0029106,11.48,Oil,,Agência Nacional de Energia Elétrica (Brazil),28.687552338972157,-47.6246,-22.7033
1516,Catuai Shopping Center Londrina,BRA0033463,2.8992,Oil,,Agência Nacional de Energia Elétrica (Brazil),91.21223152144108,-51.2178,-29.1742
1517,Caucaia,BRA0028528,14.76,Oil,,Agência Nacional de Energia Elétrica (Brazil),9.813928087626136,-38.6434,-3.7327
1518,Caveiras,BRA0000728,3.829,Hydro,,Agência Nacional de Energia Elétrica (Brazil),41.47432715706667,-50.4803,-27.8156
1519,Cavernoso,BRA0000729,1.26,Hydro,,Agência Nacional de Energia Elétrica (Brazil),126.08476119514432,-52.2128,-25.4936
1520,Cavernoso II,BRA0030458,19.008,Hydro,,Agência Nacional de Energia Elétrica (Brazil),126.76039457104902,-52.225,-25.4933
1521,Cazuza Ferreira,BRA0000735,9.1,Hydro,,Agência Nacional de Energia Elétrica (Brazil),47.40966726389399,-50.7167,-29.0167
1522,Caçador,BRA0027878,22.5,Hydro,,Agência Nacional de Energia Elétrica (Brazil),83.78687475226542,-51.8506,-28.7055
1523,Caçu,BRA0028756,65.0,Hydro,,Agência Nacional de Energia Elétrica (Brazil),7.784777301688915,-51.15,-18.5294
