,Powerplant Name,gppd_idnr,Capacity (MW),Primary Fuel,Owner,Source,distance_to_water_km,Longitude,Latitude
187,CT VILLA REGINA,ARG0000261,5.0,Oil,AGGREKO ARGENTINA SRL,Ministerio de Energía y Minería,3.20324404178545,-67.0881,-39.0872
188,CUESTA DEL VIENTO,ARG0000297,10.55,Hydro,EPSE - ENERGIA PROVINCIAL SOCIEDAD DEL ESTADO,Ministerio de Energía y Minería,73.65489625244001,-69.0667,-30.1833
189,DEAN FUNES,ARG0000088,70.12,Gas,EPEC,Ministerio de Energía y Minería,51.19131086313433,-64.2059,-31.3934
190,DIQUE,ARG0000157,68.44,Gas,CENTRAL DIQUE SA,Ministerio de Energía y Minería,5.3474549873611545,-57.933,-34.8902
191,DOCK SUD,ARG0000158,872.3,Gas,CT DOCK SUD SA,Ministerio de Energía y Minería,7.531234566320476,-58.342,-34.6533
192,EL CADILLAL,ARG0000338,14.0,Hydro,H. TUCUMAN SA,Ministerio de Energía y Minería,7.024201538709089,-65.1929,-26.6156
193,EL CARRIZAL,ARG0000196,17.0,Hydro,CEMPPSA - HIDROCUYO SA,Ministerio de Energía y Minería,104.38216576476935,-68.7199,-33.2993
194,EL CHOCON,ARG0000255,1200.0,Hydro,H. EL CHOCON SA,Ministerio de Energía y Minería,0.3793987113854409,-68.7483,-39.2577
195,EL TIGRE,ARG0000211,14.4,Hydro,HIDISA,Ministerio de Energía y Minería,172.5347830335538,-68.6136,-34.61
196,EL TUNAL,ARG0000276,11.0,Hydro,AES ARGENTINA GENERACION S.A.,Ministerio de Energía y Minería,0.1094462242692884,-64.4762,-25.2323
197,EMBALSE,ARG0000112,648.0,Nuclear,NASA,Ministerio de Energía y Minería,7.267779472417095,-64.4422,-32.2316
198,ESCABA,ARG0000339,24.0,Hydro,H. TUCUMAN SA,Ministerio de Energía y Minería,73.80660832538771,-65.7633,-27.6589
199,ESQUINA,ARG0000119,2.215,Oil,DPEC,Ministerio de Energía y Minería,10.199670996953216,-59.5321,-30.0102
200,EX CENTRAL BUENOS AIRES,ARG0000047,321.0,Gas,ENDESA COSTANERA,Ministerio de Energía y Minería,5.746767873066712,-58.3382,-34.627
201,FILO MORADO,ARG0000240,67.5,Gas,CT FILO MORADO,Ministerio de Energía y Minería,8.199219846596012,-69.652,-37.2742
202,FITZ SIMON,ARG0000089,10.8,Hydro,EPEC,Ministerio de Energía y Minería,2.395028217690101,-64.4207,-32.1784
203,FLORENTINO AMEGHINO,ARG0000079,60.0,Hydro,H. AMEGHINO SA,Ministerio de Energía y Minería,0.241965964985786,-66.4815,-43.6996
204,FUTALEUFU,ARG0000080,472.0,Hydro,H. FUTALEUFU SA,Ministerio de Energía y Minería,71.7294812760526,-71.63,-43.1288
205,GENERACION FRIAS SA,ARG0000329,60.0,Gas,GENERACIÓN FRÍAS SA,Ministerio de Energía y Minería,79.91937383550842,-65.1228,-28.6072
206,GENERAL ACHA,ARG0000182,1.8,Wind,COOPERATIVA,Ministerio de Energía y Minería,84.23465977777634,-64.716,-37.4309
207,GENERAL LEVALLE,ARG0000090,72.78,Gas,EPEC,Ministerio de Energía y Minería,121.32803927239658,-63.9217,-34.0364
208,GENERAL SAN MARTIN,ARG0000208,6.0,Hydro,GEMSA - HIDROCUYO SA,Ministerio de Energía y Minería,101.9692900078909,-68.9219,-33.0449
209,GOYA,ARG0000121,1.33,Oil,DPEC,Ministerio de Energía y Minería,5.483718778287757,-59.2277,-29.1388
210,GOYA (ELECTROPATAGONIA SA),ARG0000137,17.3,Gas,ELECTROPATAGONIA SA,Ministerio de Energía y Minería,5.483718778287757,-59.2277,-29.1388
211,GUILLERMO CESPEDES,ARG0000269,5.2,Hydro,DPA RIO NEGRO,Ministerio de Energía y Minería,16.197008006505165,-65.6817,-39.56
212,H. PICHI PICUN LEUFU,ARG0000272,285.0,Hydro,PETROBRAS ENERGIA,Ministerio de Energía y Minería,1.6500398825007774,-69.9918,-40.012
213,ISLA VERDE,ARG0000091,3.115,Oil,EPEC,Ministerio de Energía y Minería,23.41743555783213,-62.3946,-33.2422
214,ITA IBATE,ARG0000123,1.052,Oil,DPEC,Ministerio de Energía y Minería,1.0004330231484109,-57.3341,-27.4252
215,ITUZAINGO,ARG0000124,1.33,Oil,DPEC,Ministerio de Energía y Minería,8.25111050099457,-56.6726,-27.5785
216,JULIAN  ROMERO,ARG0000270,6.2,Hydro,DPA RIO NEGRO,Ministerio de Energía y Minería,4.415399183407509,-68.038,-38.8367
217,LA CRUZ,ARG0000125,1.33,Oil,DPEC,Ministerio de Energía y Minería,0.7913031293821218,-56.6394,-29.1762
218,LA PLATA COGENERACION,ARG0000164,128.0,Gas,LA PLATA COGENERACION,Ministerio de Energía y Minería,4.7590059441411965,-57.9206,-34.889
219,LA RIOJA,ARG0000188,42.0,Oil,GENERACION RIOJANA SA,Ministerio de Energía y Minería,220.3576276713929,-66.8325,-29.3823
220,LA TABLADA,ARG0000222,22.15,Gas,EMSA,Ministerio de Energía y Minería,6.2931713682371,-55.9097,-27.4184
221,LA VIÑA,ARG0000094,16.0,Hydro,EPEC,Ministerio de Energía y Minería,100.07305276692009,-65.0349,-31.8708
222,LAS MADERAS,ARG0000169,30.0,Hydro,HIDROELECTRICA LAS MADERAS,Ministerio de Energía y Minería,51.81368561591394,-65.2203,-24.4438
223,LOS CORONELES (EX 25  DE MAYO),ARG0000209,6.6,Hydro,GEMSA - HIDROCUYO SA,Ministerio de Energía y Minería,168.47436570407885,-68.5285,-34.6
224,LOS MOLINOS I,ARG0000096,59.04,Hydro,EPEC,Ministerio de Energía y Minería,22.05464563593845,-64.4452,-31.838
225,LOS MOLINOS II,ARG0000097,4.5,Hydro,EPEC,Ministerio de Energía y Minería,22.05464563593845,-64.4452,-31.838
226,LOS QUIROGA,ARG0000331,2.5,Hydro,H. RIO HONDO SA,Ministerio de Energía y Minería,0.8187749749958884,-64.3618,-27.6509
227,LOS REYUNOS,ARG0000212,224.0,Hydro,HIDISA,Ministerio de Energía y Minería,173.2743244664042,-68.6383,-34.6028
228,LUJAN DE CUYO,ARG0000198,549.76,Gas,CT MENDOZA SA,Ministerio de Energía y Minería,102.36041337563628,-68.981,-33.0551
229,MAR DE AJO,ARG0000006,34.0,Gas,CENTRALES DE LA COSTA ATLANTICA SA,Ministerio de Energía y Minería,159.3181944837973,-63.1977,-36.7208
230,MAR DEL PLATA (9 DE JULIO),ARG0000007,201.3,Gas,CENTRALES DE LA COSTA ATLANTICA SA,Ministerio de Energía y Minería,0.0,-57.546,-38.0495
231,MAYOR BURATOVICH,ARG0000015,2.02,Wind,COOPERATIVAS,Ministerio de Energía y Minería,17.653379036797812,-62.6497,-39.2291
232,MBURUCUYA,ARG0000128,1.035,Oil,DPEC,Ministerio de Energía y Minería,55.85190932948447,-58.2285,-28.0441
233,MERCEDES,ARG0000129,2.308,Oil,DPEC,Ministerio de Energía y Minería,96.76298063235552,-58.0793,-29.1808
234,MODESTO MARANZANA,ARG0000111,250.0,Gas,GENERACION MEDITERRANEA SA,Ministerio de Energía y Minería,64.46342537483322,-64.3656,-33.1608
235,NECOCHEA,ARG0000008,206.0,Coal,CENTRALES DE LA COSTA ATLANTICA SA,Ministerio de Energía y Minería,0.0,-58.7108,-38.5785
236,NIHUIL I,ARG0000214,74.24,Hydro,HINISA,Ministerio de Energía y Minería,150.3585367572798,-68.6237,-34.9907
237,NIHUIL II,ARG0000215,133.12,Hydro,HINISA,Ministerio de Energía y Minería,155.9753027146319,-68.6177,-34.9039
238,NIHUIL III,ARG0000216,52.0,Hydro,HINISA,Ministerio de Energía y Minería,158.33400117848663,-68.576,-34.8821
239,NIHUIL IV,ARG0000213,22.4,Hydro,HIDRONIHUIL SA - LIHUEN SA,Ministerio de Energía y Minería,163.18216298207875,-68.5168,-34.833
240,NUEVA ESPERANZA,ARG0000323,3.38,Oil,INDUSTRIAS JUAN F. SECCO,Ministerio de Energía y Minería,57.457292730039015,-64.2477,-26.2072
241,NUEVO PUERTO,ARG0000044,1217.7,Gas,CT PUERTO SA,Ministerio de Energía y Minería,4.188359643936814,-58.3835,-34.5721
242,OBERA (TG Nº21 FIAT ),ARG0000223,17.2,Gas,EMSA,Ministerio de Energía y Minería,20.72267102654587,-55.1245,-27.5019
243,ORENSE,ARG0000016,1.72,Oil,COOPERATIVAS,Ministerio de Energía y Minería,4.821061810885324,-59.7804,-38.6851
244,PARANA,ARG0000001,845.26,Other,AES ARGENTINA GENERACION S.A.,Ministerio de Energía y Minería,0.5812575473801572,-60.1718,-33.3549
245,PARQUE EOLICO ARAUCO SAPEM I,ARG0000192,25.2,Wind,PARQUE EOLICO ARAUCO S.A.,Ministerio de Energía y Minería,241.43835764619163,-66.7524,-28.6684
246,PARQUE EOLICO ARAUCO SAPEM II,ARG0000193,25.2,Wind,PARQUE EOLICO ARAUCO S.A.,Ministerio de Energía y Minería,241.43835764619163,-66.7524,-28.6684
247,PARQUE EOLICO DIADEMA,ARG0000081,6.3,Wind,HYCHICO SA,Ministerio de Energía y Minería,24.04002231023781,-67.6953,-45.7458
248,PARQUE EOLICO EL TORDILLO,ARG0000082,3.0,Wind,VIENTOS DE LA PATAGONIA I.S.A./ENARSA,Ministerio de Energía y Minería,24.768917612901262,-67.9081,-45.8507
249,PARQUE EOLICO LOMA BLANCA IV (ENARSA),ARG0000075,50.0,Wind,ENARSA,Ministerio de Energía y Minería,10.70403976368112,-65.2298,-43.0907
250,PARQUE EOLICO RAWSON I (ENARSA),ARG0000076,48.6,Wind,ENARSA,Ministerio de Energía y Minería,3.5278415048741807,-65.1734,-43.3522
251,PARQUE EOLICO RAWSON II (ENARSA),ARG0000077,28.8,Wind,ENARSA,Ministerio de Energía y Minería,3.5278415048741807,-65.1734,-43.3522
252,PASO DE LOS LIBRES,ARG0000132,2.135,Oil,DPEC,Ministerio de Energía y Minería,2.2688832138174253,-57.0933,-29.7148
253,PATAGONIA,ARG0000078,123.7,Gas,ENERGIA DEL SUR SA,Ministerio de Energía y Minería,13.4143960485903,-67.5145,-45.7934
254,PERUGORRIA,ARG0000133,1.11,Oil,DPEC,Ministerio de Energía y Minería,89.18109680486363,-58.6077,-29.34
255,PICO TRUNCADO - JORGE ROMANUTTI,ARG0000305,2.4,Wind,MUNICIPAL,Ministerio de Energía y Minería,11.231404758069903,-67.9808,-46.8065
256,PICO TRUNCADO I,ARG0000304,45.6,Gas,CT PATAGONICAS SA,Ministerio de Energía y Minería,13.312201871743088,-67.9498,-46.7842
257,PIEDRA DEL AGUILA (CPSA),ARG0000233,1400.0,Hydro,CENTRAL PUERTO S.A,Ministerio de Energía y Minería,34.903209154688824,-63.8314,-31.6651
258,PIEDRAS MORAS,ARG0000099,6.3,Hydro,EPEC,Ministerio de Energía y Minería,0.132293167578067,-64.2438,-32.1675
259,PILAR  BICENTENARIO,ARG0000100,467.0,Gas,EPEC,Ministerio de Energía y Minería,34.903209154688824,-63.8314,-31.6651
260,PILAR ZANICHELLI,ARG0000101,216.0,Coal,EPEC,Ministerio de Energía y Minería,34.74335328363789,-63.8344,-31.6662
261,PLANICIE BANDERITA,ARG0000241,472.0,Hydro,DUKE ENERGY CERROS COLORADOS SA,Ministerio de Energía y Minería,117.7756825309545,-65.7997,-28.5339
262,PLANTA PILOTO FOTOVOLTAICA SAN JUAN 1,ARG0000298,1.2,Solar,EPSE - ENERGIA PROVINCIAL SOCIEDAD DEL ESTADO,Ministerio de Energía y Minería,6.198875229274728,-68.6752,-31.3891
263,PRESIDENTE SARMIENTO,ARG0000289,31.5,Gas,AES ARGENTINA GENERACION S.A.,Ministerio de Energía y Minería,3.3248654659366004,-68.5399,-31.5129
264,PUEBLO VIEJO,ARG0000340,19.2,Hydro,H. TUCUMAN SA,Ministerio de Energía y Minería,65.02920797359543,-65.7523,-27.1149
265,PUERTO MADRYN,ARG0000073,42.0,Gas,CT PATAGONICAS SA,Ministerio de Energía y Minería,32.62301161381846,-65.1048,-42.7069
266,PUERTO NUEVO,ARG0000045,589.0,Coal,CT PUERTO SA,Ministerio de Energía y Minería,4.201761072648961,-58.3788,-34.5754
267,PUNTA ALTA - CENTENARIO,ARG0000017,1.8,Wind,COOPERATIVAS,Ministerio de Energía y Minería,4.7983495631491975,-61.8984,-38.7833
268,QUEBRADA DE ULLUM,ARG0000299,45.0,Hydro,EPSE - ENERGIA PROVINCIAL SOCIEDAD DEL ESTADO,Ministerio de Energía y Minería,94.09763595681962,-61.5203,-31.2567
269,RIO CORRALITO,ARG0000282,13.2,Hydro,AES ARGENTINA GENERACION S.A.,Ministerio de Energía y Minería,5.024305281423196,-65.686,-24.983
270,RIO CUARTO,ARG0000103,35.57,Gas,EPEC,Ministerio de Energía y Minería,64.49603867161856,-64.3649,-33.1614
271,RIO GRANDE,ARG0000104,750.0,Hydro,EPEC,Ministerio de Energía y Minería,0.0,-67.7222,-53.7862
272,RIO HONDO,ARG0000332,19.0,Hydro,H. RIO HONDO SA,Ministerio de Energía y Minería,0.4802434355228265,-64.8861,-27.5225
273,SALTO ANDERSEN,ARG0000271,7.9,Hydro,DPA RIO NEGRO,Ministerio de Energía y Minería,0.6313362862631517,-64.8296,-38.8244
274,SALTO GRANDE (MITAD ARGENTINA),ARG0000144,945.0,Hydro,CTMSG,Ministerio de Energía y Minería,6.198875229274728,-68.6752,-31.3891
275,SAN FRANCISCO,ARG0000105,40.0,Gas,EPEC,Ministerio de Energía y Minería,45.71217900742677,-62.1119,-31.4391
276,SAN MARTIN DE LOS ANDES,ARG0000250,4.218,Oil,EPEN,Ministerio de Energía y Minería,45.7988959755034,-71.334,-40.1511
277,SAN NICOLAS,ARG0000002,644.0,Coal,AES ARGENTINA GENERACION S.A.,Ministerio de Energía y Minería,0.7216636433276571,-60.1729,-33.3562
278,SAN PEDRO,ARG0000227,2.216,Oil,EMSA,Ministerio de Energía y Minería,43.50294920144477,-54.1102,-26.6253
279,SAN ROQUE,ARG0000107,26.0,Hydro,EPEC,Ministerio de Energía y Minería,53.87605697080699,-64.3938,-31.3533
280,SANTA ISABEL,ARG0000181,2.25,Oil,APE,Ministerio de Energía y Minería,14.27078015441133,-66.9381,-36.2314
281,SANTO TOME,ARG0000135,2.684,Oil,DPEC,Ministerio de Energía y Minería,5.297810699087382,-56.0722,-28.5497
282,SORRENTO,ARG0000313,226.0,Coal,GENERACION ROSARIO SA,Ministerio de Energía y Minería,3.58605871840781,-60.6807,-32.9053
283,SUDOESTE,ARG0000108,140.0,Gas,EPEC,Ministerio de Energía y Minería,47.02841709162728,-64.2388,-31.463
284,TARTAGAL,ARG0000283,17.0,Gas,AES ARGENTINA GENERACION S.A.,Ministerio de Energía y Minería,60.48983314933544,-63.797,-22.5099
285,TENARIS SIDERCA CETE II,ARG0000034,163.2,Gas,SIDERCA SAIC,Ministerio de Energía y Minería,0.3319266016505346,-60.1435,-33.3655
286,TOSTADO,ARG0000312,3.2,Oil,EPESF,Ministerio de Energía y Minería,2.5343236207058237,-61.7577,-29.2352
287,ULLUM,ARG0000290,42.0,Hydro,AES ARGENTINA GENERACION S.A.,Ministerio de Energía y Minería,5.1243373293058765,-68.7556,-31.4557
288,URUGUA-I,ARG0000228,120.0,Hydro,EMSA,Ministerio de Energía y Minería,4.578315992700622,-54.5687,-25.8766
289,VENADO TUERTO,ARG0000309,9.1,Oil,COOPERATIVA,Ministerio de Energía y Minería,53.41653529499818,-61.9555,-33.7777
290,VILLA GESELL,ARG0000009,130.0,Gas,CENTRALES DE LA COSTA ATLANTICA SA,Ministerio de Energía y Minería,0.0,-56.9973,-37.2487
291,VILLA MARIA (LAS PLAYAS),ARG0000109,48.0,Gas,EPEC,Ministerio de Energía y Minería,3.20324404178545,-67.0881,-39.0872
292,VUELTA DE OBLIGADO,ARG0000308,560.0,Gas,CENTRAL VUELTA DE OBLIGADO SA,Ministerio de Energía y Minería,2.568773297028957,-60.7903,-32.5807
293,YACYRETA,ARG0000136,1550.0,Hydro,EBY,Ministerio de Energía y Minería,1.310593628426384,-56.7397,-27.4827
294,Armenian-2,WRI1019028,375.0,Nuclear,Armenian Nuclear Power Company,IAEA,16.62403290992124,44.1498,40.1805
295,Hrazadan,WRI1019027,1110.0,Gas,Hrazdan Energy Company,Armenia Ministry of Energy and Natural Resources,18.528001908850975,44.7479,40.564
296,New Yerevan,WRI1019026,271.0,Gas,Yerevan  TPP,Armenia Ministry of Energy and Natural Resources,15.175760861134057,44.4973,40.1152
297,Sevan-Hrazdan Cascade,WRI1003805,561.0,Hydro,RusHydro,Armenia Ministry of Energy and Natural Resources,16.84258195102757,44.7606,40.5078
298,Shamb,WRI1019030,170.0,Hydro,Ministry of Energy an Natural Resources,Armenia Ministry of Energy and Natural Resources,64.25030729595669,46.1306,39.4743
299,Spandaryan,WRI1019031,76.0,Hydro,Ministry of Energy an Natural Resources,Armenia Ministry of Energy and Natural Resources,61.32263163388998,45.85,39.6494
300,Tatev,WRI1019029,158.0,Hydro,Ministry of Energy an Natural Resources,Armenia Ministry of Energy and Natural Resources,53.68959883886549,46.2578,39.3956
301,Yerevan,WRI1019025,550.0,Gas,Yerevan TPP,Armenia Ministry of Energy and Natural Resources,15.322622766014383,44.5038,40.1138
302,Adelaide Showgrounds,AUS0000432,1.0,Solar,Adelaide Showgrounds,Australian Renewable Energy Mapping Infrastructure,24.90849801301256,138.5882,-34.9453
303,Albany Wind Farm,AUS0000065,21.6,Wind,Verve Energy,Australian Renewable Energy Mapping Infrastructure,0.0,117.7977,-35.0641
304,Amcor Gawler,AUS0000231,4.0,Oil,Energy Response,Australian Renewable Energy Mapping Infrastructure,62.29851067364525,138.7659,-34.5509
305,Angaston,AUS0000232,50.0,Oil,Infratil Energy Australia Pty Ltd,Australian Renewable Energy Mapping Infrastructure,47.73709478180367,139.0246,-34.5034
306,Anglesea,AUS0000114,165.0,Coal,Alcoa of Australia Ltd,Australian Renewable Energy Mapping Infrastructure,0.0,144.1828,-38.3861
307,Appin (Mine),AUS0000264,55.6,Gas,Energy Developments CSM (NSW) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,33.009193524334655,150.7722,-34.2082
308,Argyle Diamond Mine,AUS0000220,32.0,Oil,Rio Tinto - Argyle Diamond Mines,Australian Renewable Energy Mapping Infrastructure,18.850151890991786,128.4031,-16.7162
309,Awaba,AUS0000049,1.1,Waste,LMS Energy Generation Pty Ltd,Australian Renewable Energy Mapping Infrastructure,17.364927365416108,151.5497,-33.025
310,Bairnsdale,AUS0000081,94.0,Gas,Alinta DEBO,Australian Renewable Energy Mapping Infrastructure,17.51724967053358,147.5639,-37.8429
311,Ballarat Base Hospital,AUS0000113,3.0,Gas,Ballarat Base Hospital,Australian Renewable Energy Mapping Infrastructure,60.70879850573588,143.8469,-37.5596
312,Bamarang,AUS0000397,320.0,Gas,Infratil Energy Australia Pty Ltd,Australian Renewable Energy Mapping Infrastructure,28.980426976265267,150.5258,-34.903
313,Bango Wind Farm,AUS0000398,200.0,Wind,Bango Wind Farm Pty Ltd,Australian Renewable Energy Mapping Infrastructure,29.8962977543723,148.8696,-34.6058
314,Banimboola,AUS0000014,12.85,Hydro,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,34.36085439248532,147.4594,-36.5344
315,Bankstown Sports Club,AUS0000399,2.0,Oil,Bankstown Sports Club,Australian Renewable Energy Mapping Infrastructure,19.71401621522565,151.0332,-33.9197
316,Barcaldine (Len Wishaw),AUS0000008,37.0,Gas,Ergon Energy Qld Pty Ltd,Australian Renewable Energy Mapping Infrastructure,307.09197779041574,145.3142,-23.5525
317,Barron Gorge,AUS0000151,60.0,Hydro,Stanwell Corporation Ltd,Australian Renewable Energy Mapping Infrastructure,4.769598320669633,145.6465,-16.8502
318,Bastyan,AUS0000137,79.9,Hydro,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,41.80308700286217,145.5321,-41.736
319,Bayswater,AUS0000265,2640.0,Coal,Macquarie Generation,Australian Renewable Energy Mapping Infrastructure,111.1209753630654,150.9491,-32.3953
320,Belconnen,AUS0000400,1.0,Waste,EDL LFG ACT Pty Ltd,Australian Renewable Energy Mapping Infrastructure,46.94009681729613,148.9872,-35.2142
321,Bell Bay (Bell Bay Three),AUS0000139,115.0,Gas,Aurora Energy Tamar Valley Pty Ltd,Australian Renewable Energy Mapping Infrastructure,4.485026879470007,146.903,-41.1429
322,Ben Lomond,AUS0000395,200.0,Wind,AGL Energy,Australian Renewable Energy Mapping Infrastructure,25.14103323363866,151.6585,-29.9623
323,Bendeela (Shoalhaven Scheme),AUS0000266,240.0,Hydro,Origin Energy,Australian Renewable Energy Mapping Infrastructure,42.88123960250432,150.4669,-34.7337
324,Berrimah,AUS0000251,10.0,Gas,NT Government,Australian Renewable Energy Mapping Infrastructure,5.361518557649831,130.9195,-12.4262
325,Berwick,AUS0000080,7.2,Waste,Energy Developments LFG (Victoria) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,24.47870279688001,145.2665,-38.1197
326,Bidyadanga,AUS0000382,1.3,Oil,Energy Developments Ltd,Australian Renewable Energy Mapping Infrastructure,6.4526035110415485,121.7848,-18.6816
327,Blayney Wind Farm,AUS0000027,9.9,Wind,Eraring Energy,Australian Renewable Energy Mapping Infrastructure,24.97764332594396,149.1982,-33.6219
328,Blowering,AUS0000267,70.0,Hydro,Snowy Hydro Ltd,Australian Renewable Energy Mapping Infrastructure,57.57686559542788,148.2463,-35.3986
329,Blue Lake Milling Power Plant,AUS0000376,1.0,Oil,Vibe Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,104.87470723368426,140.7575,-36.3164
330,Bluff Point (Woolnorth) Wind Farm,AUS0000009,65.0,Wind,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,0.0,144.6869,-40.7207
331,Boco Rock,AUS0000394,113.0,Wind,Boco Rock Wind Farm Pty Ltd,Australian Renewable Energy Mapping Infrastructure,73.62049394291674,149.1083,-36.5817
332,Bodangora Wind Farm,AUS0000422,100.0,Wind,Infigen Energy,Australian Renewable Energy Mapping Infrastructure,12.951414041394097,149.059,-32.4137
333,Bogong (Mount Beauty Hydro Scheme),AUS0000102,300.0,Hydro,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,36.72534087152,147.228,-36.8055
334,Box Hill,AUS0000342,25.0,Wind,AGL Energy,Australian Renewable Energy Mapping Infrastructure,53.04335061455068,151.6839,-30.4994
335,Braemar 1,AUS0000152,504.0,Gas,Alinta Energy,Australian Renewable Energy Mapping Infrastructure,109.4801662677075,150.9053,-27.1109
336,Braemar 2,AUS0000153,519.0,Gas,Arrow Energy,Australian Renewable Energy Mapping Infrastructure,109.33666330200178,150.9049,-27.1128
337,Bremer Bay Diesel Backup,AUS0000349,1.3,Oil,Verve Energy,Australian Renewable Energy Mapping Infrastructure,1.565476952065919,119.3888,-34.4018
338,Brewer,AUS0000256,8.5,Gas,Central Energy Power,Australian Renewable Energy Mapping Infrastructure,371.3728134683977,133.8281,-23.8817
339,Broadmeadows,AUS0000082,12.2,Waste,Energy Developments LFG (Victoria) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,13.91715308621979,144.9663,-37.6878
340,Broadwater,AUS0000268,38.0,Biomass,NSW Sugar Milling,Australian Renewable Energy Mapping Infrastructure,8.600123412051625,153.4335,-29.0118
341,Broken Hill,AUS0000305,50.0,Gas,Essential Energy,Australian Renewable Energy Mapping Infrastructure,140.19914971492483,141.4203,-31.9863
342,Broken Hill Solar Plant,AUS0000477,53.0,Solar,AGL Energy,Australian Renewable Energy Mapping Infrastructure,139.4179581873596,141.3915,-31.9867
343,Brooklyn,AUS0000079,2.83,Waste,Energy Developments LFG (Victoria) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,8.81851441950223,144.8319,-37.818
344,Broome,AUS0000180,39.6,Gas,Energy Developments Ltd,Australian Renewable Energy Mapping Infrastructure,0.0,122.2046,-17.981
345,Brown Mountain,AUS0000269,4.95,Hydro,Eraring Energy,Australian Renewable Energy Mapping Infrastructure,68.66712921360178,149.474,-36.5951
346,Browns Plains,AUS0000078,2.2,Waste,Energy Developments LFG (Qld) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,25.300499554205327,153.0663,-27.6721
347,Bulwer Island,AUS0000461,33.0,Gas,ATCO and Origin Energy,Australian Renewable Energy Mapping Infrastructure,3.689010095452512,153.1363,-27.4036
348,Buronga,AUS0000416,150.0,Gas,International Power Pty Ltd,Australian Renewable Energy Mapping Infrastructure,7.192789377697109,142.2617,-34.1013
